Geneid	length	WT_Pmm2_5_4	WT_Pmm2_5_3	WT_Pmm2_5_2	Mutant_Pmm2_5_5	Mutant_Pmm2_5_2	Mutant_Pmm2_5_4	Mutant_Pmm2_5_1	Mutant_Pmm2_5_3
gpank1	2010	110	335	491	329	277	51	108	85
pdcd4a	2863	303	577	5500	4071	2393	481	939	2296
mxd4	4781	258	655	1531	1189	656	164	409	1018
ndufb6	527	58	141	1971	1494	662	82	194	974
toporsa	5534	229	720	425	654	290	70	169	314
mtap	1239	71	190	361	574	260	24	81	286
cdkn2a/b	2878	89	250	109	67	21	18	30	48
LOC108190622	290	0	3	0	0	0	0	0	0
cxxc4	3518	220	564	1125	670	220	59	132	342
tet2	6513	471	944	7338	5816	2299	532	1527	2092
ppa2	1636	112	327	448	383	139	49	46	127
arhgef38	3437	173	640	262	429	163	14	66	239
ints12	1928	140	284	439	384	126	52	141	197
g3bp2	5051	310	901	1914	2169	949	232	432	1213
uso1	4099	363	1147	2738	3083	1899	373	774	1929
LOC108185367	670	37	122	17	0	0	0	5	0
LOC110439708	288	21	44	34	1	10	0	0	0
coro2a	3170	229	515	920	1062	329	100	203	460
anp32b	2727	306	548	7110	5271	4104	633	1183	4058
si:dkey-25o16.2	2703	134	303	570	505	198	20	95	410
trmo	1698	74	246	170	194	97	37	73	82
si:dkey-25o16.4	5133	311	908	933	533	230	37	171	203
foxe1	2428	83	291	235	262	114	19	35	164
sh3gl2a	1774	176	357	2816	2151	1263	196	424	793
cntln	4046	93	185	164	96	92	7	19	78
bnc2	6076	354	574	3337	1988	1048	250	499	909
LOC101882912	1687	1	13	0	0	0	0	0	0
LOC110439825	1914	31	73	0	0	13	0	8	0
si:ch211-76m11.7	1580	3	59	16	0	0	0	4	0
LOC108190634	783	0	0	0	0	0	0	0	0
LOC101883046	869	0	0	0	0	0	0	0	0
pspc1	2088	168	497	1758	1225	625	196	319	459
dnajb14	1977	160	498	482	633	277	48	128	405
LOC110439743	3551	82	217	49	64	23	13	7	27
sgut1	1586	123	462	1198	1310	747	131	266	736
chst10	1969	125	349	794	713	368	56	143	354
snapc3	1540	128	345	652	536	312	57	152	196
psip1a	1781	82	233	208	292	129	15	94	98
LOC110439709	2334	143	261	26	0	22	2	1	81
si:ch1073-440b2.1	3635	42	146	491	427	181	67	113	143
LOC108182421	241	15	36	0	0	0	4	3	0
LOC110439834	690	7	33	1	38	1	7	8	0
LOC103908832	2266	74	259	142	69	11	14	16	37
LOC108190024	884	19	88	58	9	13	0	16	0
LOC108185504	2517	1	9	13	0	0	0	7	0
ednrba	1489	73	230	345	185	53	26	79	141
LOC108190026	212	1	4	0	0	6	1	0	0
zgc:172295	3273	238	699	2384	2479	1038	231	477	1273
LOC103908837	805	56	212	326	299	84	33	35	85
timmdc1	1088	116	381	524	622	491	87	148	404
poglut1	1559	99	407	351	327	118	27	87	134
pwp2h	2931	76	223	347	442	204	36	106	89
gpm6ba	4235	18	32	247	355	65	13	111	0
gemin8	1500	23	67	156	83	60	29	32	135
cbsa	2835	62	204	287	297	130	43	81	146
cryaa	1386	52	102	1212	736	345	185	200	528
hsf2bp	1270	31	129	1	12	0	2	0	0
ankrd10a	1949	115	280	374	290	66	5	68	189
zgc:173948	1011	75	117	39	0	20	2	16	1
cars2	2098	137	438	359	384	185	29	45	211
irs2a	5528	288	684	3946	3663	2344	585	755	1740
lig4	3206	167	364	310	225	110	13	90	323
fam155a	4399	276	455	971	791	301	89	153	547
si:dkey-1h24.2	1775	40	102	124	47	0	7	3	0
si:dkey-1h24.6	1159	24	28	0	0	0	0	0	0
raph1b	7276	197	620	1745	1020	352	124	244	862
spp2	1014	17	68	30	28	0	6	3	0
alg11	2846	0	1	0	0	8	0	0	0
cpb2	1297	0	0	0	0	0	0	0	0
zc3h13	5976	8	0	178	86	106	21	33	32
tm9sf2	3045	0	1	0	0	12	0	0	1
zic2b	2189	0	0	0	0	0	0	0	0
pcca	2999	50	63	439	360	134	66	108	277
zgc:153256	1588	7	35	27	3	0	1	8	0
im:7148405	795	0	0	0	11	0	0	0	0
vps8	4414	48	105	413	205	175	49	96	120
mir740	113	0	0	0	0	0	0	0	0
si:dkey-22o12.2	4974	41	48	50	38	43	0	5	20
tmem41ab	1868	62	158	463	613	325	49	123	66
igf2bp2b	6036	223	362	3101	2152	1418	279	680	1628
ubac2	1742	2	2	31	0	14	7	7	0
gpr183b	1209	0	0	0	0	0	0	0	0
dachc	2306	7	33	50	108	14	5	13	50
si:dkey-15d12.2	772	1	0	0	0	0	0	0	0
bora	2590	5	24	0	13	8	0	0	0
dis3	3288	63	118	134	124	28	7	21	85
metap1d	1118	0	1	1	0	0	0	0	0
dlx2b	1497	0	0	0	0	0	0	0	0
itga6b	4368	4	2	68	123	118	32	42	30
si:ch211-269i23.2	5865	3	45	122	176	40	7	28	29
eef1a1b	2160	18	54	228	244	130	9	20	0
kcnq5b	3736	76	204	123	88	32	0	38	107
LOC103908890	3274	1	4	0	0	1	0	0	0
LOC568486	6511	539	1267	2200	1592	746	165	505	770
cenpk	1213	44	275	206	103	83	8	26	86
LOC110439710	224	15	49	0	13	0	2	0	0
lbx1b	1499	44	122	61	144	9	4	34	91
slc2a15b	1889	169	501	606	504	244	83	111	340
fgf8b	2321	115	297	201	214	80	24	38	99
dpcd	1033	51	174	99	81	70	10	9	111
poll	2064	128	310	519	345	280	62	87	91
wbp1lb	3385	260	445	1989	1830	1416	248	368	1329
as3mt	1282	126	219	284	319	119	52	42	200
cnnm2b	4951	273	699	687	968	360	68	191	705
nt5c2b	2365	321	647	3708	3217	1481	316	739	1079
inab	1908	181	331	1960	1448	542	128	406	416
anos1a	2340	230	606	1902	1671	736	161	397	582
LOC101885607	1593	16	67	87	16	22	12	16	0
sts	2647	86	383	405	285	123	50	67	401
pnpla4	689	10	16	2	14	18	0	4	56
LOC101885560	209	0	0	0	0	0	0	0	0
pudp	1147	0	0	0	0	0	0	0	0
nlgn4a	4810	312	674	2650	2245	735	168	605	1171
LOC562564	2852	58	175	16	20	0	3	10	0
LOC110439944	6636	43	86	26	17	1	0	11	6
prkx	5571	215	826	919	962	487	109	211	426
mxra5a	8307	399	1089	1265	1724	528	102	254	1303
gyg2	1652	99	284	38	29	71	9	36	130
cd99	2427	208	547	1943	2442	1033	216	386	1343
trnar-ucu	73	21	30	5	16	0	0	0	0
dhrsx	3435	196	557	574	672	284	82	194	366
creb1a	1951	124	319	1613	1069	726	120	309	779
chmp2bb	1981	173	603	2534	2896	1853	358	586	1179
htr1fb	2361	117	319	92	57	28	0	8	71
cldng	852	65	188	25	0	6	12	9	0
znf654	6127	331	849	2026	1493	865	215	434	1018
arl13b	2794	211	545	865	855	519	75	170	360
nsun3	1453	91	214	125	128	31	10	21	115
LOC110439842	1871	3	25	23	15	0	0	4	0
LOC101886777	531	37	99	2	18	6	1	0	68
epha6	4782	76	162	275	165	82	34	72	103
mir734	93	0	0	0	0	0	0	0	0
arl6	2375	122	396	600	384	148	61	110	497
slc5a7a	2841	50	98	79	70	59	8	26	36
kctd12.2	1477	6	9	73	88	22	7	27	0
lmo7b	4920	44	120	80	21	7	3	28	42
klf12a	2601	52	177	520	514	193	32	57	16
klf5a	2475	125	223	764	741	359	57	159	310
pibf1	2486	172	470	324	252	129	65	83	204
gpalpp1	1695	120	275	718	584	478	59	102	355
gtf2f2a	1292	132	320	637	459	502	65	160	298
tpt1	1041	2809	338	110914	104994	64977	15897	15260	82742
LOC110439843	402	28	63	45	0	0	4	0	0
zgc:172122	2028	13	163	73	72	51	14	13	0
LOC101886453	1410	30	61	0	11	0	0	4	0
LOC103910066	1589	1	59	12	0	0	0	0	0
LOC108190059	6220	8	58	15	2	0	0	1	0
LOC108190061	994	2	29	0	0	1	0	0	0
LOC110439844	2215	14	41	0	18	0	0	0	2
LOC101886362	545	13	28	26	0	0	0	0	20
sc:d189	2023	59	203	138	203	18	1	38	148
LOC101883801	1833	54	153	16	44	17	10	5	48
LOC101886741	858	26	151	0	0	0	0	0	33
usp38	4633	300	690	918	744	332	87	221	414
gab1	5794	315	650	1655	1122	535	169	335	249
frem3	9384	1	0	0	0	13	0	0	0
si:dkey-27h10.2	1162	31	86	7	14	49	5	4	45
hhip	4575	32	41	386	362	84	23	32	115
LOC110438575	994	0	0	0	0	0	0	0	0
smad1	3083	1	5	16	44	12	3	0	0
LOC101886967	382	0	0	0	0	0	0	0	0
tceanc	2592	0	0	0	0	0	0	0	0
mmaa	1684	2	0	0	0	0	0	0	0
zgc:152968	4263	195	726	147	85	47	15	26	57
znf827	8163	711	1178	6668	5628	2231	632	1927	1861
lsm6	783	49	151	668	422	273	39	105	421
LOC100538006	810	8	8	12	14	1	0	9	0
pou4f2	1493	170	239	1752	1348	304	100	299	146
ednraa	3126	57	188	456	531	371	67	110	261
tmem184c	6237	26	41	70	45	92	5	18	41
prmt9	3026	157	524	187	140	106	35	63	90
arhgap10	3626	285	682	1634	1186	872	159	381	456
nr3c2	3540	31	90	46	57	32	0	1	1
dclk2a	4822	438	1039	1461	807	531	151	273	537
fam193a	5536	550	1058	2668	1942	1129	189	668	796
tnip2	2815	150	418	235	292	137	27	56	418
scpp1	936	76	182	126	100	59	14	4	24
sparcl1	2484	193	504	1002	887	506	94	227	546
LOC108190667	363	6	49	18	0	0	0	3	26
LOC101883466	1792	5	20	11	0	1	0	1	0
si:dkeyp-13d11.2	1392	9	51	18	6	7	0	0	32
si:ch211-15e22.3	3023	288	684	1495	1572	739	136	391	749
LOC101883643	587	1	1	14	0	0	0	0	0
galnt7	3300	351	671	2794	4986	2647	661	1053	2214
hmgb2a	1074	257	292	8592	4986	4588	603	1656	2539
hand2	1641	83	290	416	500	264	72	105	218
fbxo8	3422	168	456	1203	5525	2097	643	1427	2350
cep44	2238	125	421	102	196	91	16	48	105
hpgd	1275	129	302	364	375	167	56	55	168
glra3	3690	258	698	1234	930	402	130	268	753
LOC103908993	2447	107	323	294	179	52	9	31	102
gpm6ab	3993	601	643	12912	10239	4309	894	2731	2873
wdr17	5752	370	1007	1047	855	397	56	303	380
asb5b	1835	155	436	879	578	390	93	155	157
spcs3	709	68	154	567	826	418	76	137	317
vegfc	2485	139	376	245	276	180	29	29	129
mir2197	110	9	37	0	0	7	0	6	0
LOC108190091	4029	232	479	748	604	252	62	165	339
zgc:153720	1469	111	233	1002	645	384	53	226	111
tenm3	8611	995	1422	11116	7617	3915	1039	2617	3142
dctd	1425	89	281	256	269	75	13	23	226
irf2a	3065	148	456	1119	1152	435	111	190	642
tmem134	1622	108	297	718	991	436	97	127	456
stox2a	8764	520	901	5776	4091	2136	455	1505	1741
LOC110439845	758	64	98	100	71	91	26	42	59
ing2	1520	102	196	351	457	142	52	149	193
sod3b	1354	83	152	56	65	38	4	19	0
aip	1663	113	240	1552	1516	727	131	311	708
cdk2ap2	939	77	136	1398	966	413	79	175	633
lgi2b	1679	0	2	0	0	7	0	0	0
ccdc149b	2769	0	0	7	20	0	0	1	0
si:dkey-117m1.4	3197	50	72	322	154	121	38	80	184
cntf	1137	46	106	52	18	78	6	25	47
si:ch211-113e8.11	2304	55	89	50	76	76	27	33	97
si:ch211-113e8.10	2947	136	229	250	232	202	18	171	249
zgc:152658	1266	49	121	31	17	21	0	0	0
zgc:194443	1619	34	120	10	15	5	0	3	71
LOC103909020	445	7	19	0	0	0	0	0	0
si:ch211-113e8.9	2327	42	146	0	6	5	13	0	70
LOC793449	1293	29	89	0	0	0	0	0	0
LOC100330380	1669	38	166	10	0	15	0	0	53
si:ch211-113e8.5	1389	17	50	0	0	15	0	0	20
si:ch211-113e8.3	5445	1	0	0	11	0	0	0	0
faah2a	2351	0	0	0	0	0	3	0	0
zgc:56493	656	130	121	5211	4299	2707	488	851	1623
vwa10.1	2999	163	555	217	212	147	46	32	150
vwa10.2	3696	194	524	96	118	9	32	36	57
maml3	5296	373	688	3607	2651	1669	295	919	1946
scoca	1929	144	371	1864	1438	771	167	301	968
clgn	3120	265	602	2151	1970	1598	250	519	1432
LOC108190121	4094	117	152	128	35	19	12	71	86
naa15b	3208	368	794	2802	2175	1454	299	593	1603
LOC797949	3309	146	427	186	39	45	8	9	77
LOC101885779	4594	310	783	913	1150	424	72	260	881
wu:fc34e06	9421	769	1976	4198	5902	2404	680	1098	2345
zgc:153642	1370	38	172	13	0	0	0	1	78
LOC110439949	1453	54	224	62	13	27	6	1	18
htra3a	2050	137	291	58	124	37	6	3	94
gpr78a	1899	68	125	51	27	23	12	23	0
cpz	3001	142	344	303	307	125	80	135	352
hmx4	1420	0	0	0	0	0	0	0	0
hmx1	849	0	0	0	0	0	0	0	0
adra2c	1299	0	0	0	0	0	0	0	0
lrpap1	2075	16	93	258	259	148	24	85	204
dok7	3273	141	281	402	352	190	41	71	367
rgs12b	8584	571	1324	3344	2397	1377	345	741	1672
htt	11308	926	2098	4987	3890	2146	444	1300	1902
si:ch211-89o9.4	2243	129	285	298	436	243	40	49	219
trnae-cuc	72	4	25	0	0	0	0	0	0
paip2b	1140	176	262	3957	2885	2402	436	716	1347
dok1a	1789	118	300	84	193	138	29	33	43
si:ch211-89o9.6	2542	156	351	574	494	285	64	128	176
trnak-cuu	73	4	10	0	0	0	0	0	0
dtx4	3857	293	528	1798	1780	827	203	408	692
LOC565594	8835	809	2424	4565	5920	2160	663	892	2804
si:dkey-56e3.3	2186	70	309	666	451	264	70	99	408
mogs	3001	201	328	809	1458	589	205	274	616
LOC797711	4197	214	507	380	444	147	36	59	273
fbxo41	3176	250	647	858	611	430	127	190	189
rnf24	4933	278	715	3237	2531	1330	203	606	1244
smox	2322	203	397	2280	1968	1423	295	782	897
LOC110439712	392	25	107	10	11	0	1	0	48
si:dkey-37g12.1	2995	235	558	126	119	28	9	13	96
LOC797212	1922	112	235	84	87	49	13	18	48
adra1d	4953	171	499	564	566	180	45	200	353
ctnna2	3641	417	727	2477	2339	966	277	747	584
LOC108190166	155	7	12	23	51	6	0	20	2
LOC101882853	867	26	60	187	30	30	4	9	0
lrrtm1	4870	333	678	3043	2617	1080	262	595	1382
LOC110439713	226	12	20	14	4	0	0	0	25
suclg1	1346	267	269	6947	5395	3191	704	1337	2948
cisd2	1276	47	161	249	220	140	24	31	90
si:dkey-162b23.4	3200	169	624	420	354	195	23	116	283
bdh2	1393	92	413	296	305	276	48	70	211
tacr3a	1269	114	282	261	328	101	40	111	169
si:dkey-22i16.2	2307	197	544	532	165	164	31	31	342
si:dkey-22i16.3	1192	62	222	295	270	60	16	51	177
scpp5	1032	96	326	147	72	47	36	19	51
scpp7	678	54	207	23	26	9	0	2	42
scpp6	2361	161	353	12	86	44	16	12	205
LOC110439846	384	23	68	1	0	12	1	6	27
si:dkey-22i16.7	641	44	153	78	62	27	8	12	59
odam	784	71	214	49	113	8	0	8	0
scpp9	907	64	187	46	86	12	4	15	144
si:dkey-22i16.9	2298	138	312	246	209	73	1	24	48
zgc:66472	2747	165	404	596	394	116	44	82	252
LOC103909073	891	22	87	7	0	0	0	0	73
si:ch73-109d9.1	1303	159	298	857	738	373	65	87	562
si:ch73-109d9.3	3206	224	351	694	435	311	54	133	346
si:ch73-109d9.2	2414	167	343	560	503	328	52	112	473
LOC799968	3486	248	518	462	212	245	23	78	106
vwa11	3329	347	669	4197	4011	1416	437	697	2163
LOC103909118	2116	113	226	194	213	60	32	64	140
LOC110439847	1282	78	170	209	181	62	14	15	17
cabp2a	2104	173	451	675	638	335	77	142	583
slc43a3a	2600	176	509	338	285	118	21	69	293
ctnnd1	5223	638	1223	7598	7965	4434	919	2011	4365
timm10	1595	96	188	687	500	334	52	98	229
unc93b1	2498	221	576	345	550	235	67	101	395
cryba1l2	1710	136	259	781	699	516	111	160	223
crybb1l2	1224	542	289	17768	10876	9076	1852	3489	6134
rtn4rl2a	1565	157	206	438	134	116	58	104	172
zdhhc5a	5706	546	1079	4190	3622	1483	384	960	1678
tmx2b	2024	131	298	1762	1717	720	187	284	1210
med19b	1117	69	202	540	843	334	47	118	364
slc43a1b	3681	331	677	1568	1283	647	170	321	950
trnap-agg_1	72	1	2	0	0	0	0	0	0
si:dkey-28b4.8	5403	574	1008	3735	2595	1458	308	842	1335
si:dkey-28b4.7	603	62	157	571	395	330	25	67	324
ssrp1b	4283	307	749	1112	1002	579	112	318	780
p2rx3b	2996	166	457	413	423	190	46	58	472
si:dkey-9i23.4	704	44	153	22	26	15	0	0	26
si:dkey-9i23.5	806	63	164	12	17	11	0	7	23
si:dkey-9i23.6	3319	168	311	207	360	253	49	31	223
tmem187	2214	23	73	152	37	34	3	29	43
si:dkey-9i23.8	2693	76	236	54	28	14	0	17	0
ndufs8a	1529	170	261	3578	2815	1872	303	623	1456
zgc:165520	1932	168	404	440	486	202	53	97	145
kdm2aa	6057	612	1159	3873	3406	2150	429	1043	1589
tcirg1a	3196	272	726	763	764	511	96	169	653
wu:fc21g02	4202	363	498	5147	4440	1949	441	918	1915
si:dkey-9i23.15	1429	91	176	360	288	211	39	88	270
si:dkey-9i23.14	1231	66	145	23	1	0	9	15	58
tmem176	1096	70	212	554	472	274	92	94	444
si:dkey-9i23.16	812	78	171	291	369	203	71	61	354
vps37c	3236	232	340	1357	1348	566	220	326	558
cd5	1992	139	341	34	33	36	4	3	66
tmem132a	3419	191	616	411	237	164	22	90	68
trnae-cuc_1	72	6	35	0	10	0	0	1	21
trnam-cau	72	0	10	0	0	0	0	0	0
trnak-uuu	73	2	16	0	0	16	0	0	0
dnaja1	2240	156	353	836	856	457	97	226	232
smu1b	3153	249	750	811	545	601	102	204	531
rps6	818	806	179	37987	35994	23892	5451	8721	14672
btr01	1986	166	314	537	328	273	83	114	150
si:ch211-151p13.8	2209	125	322	1184	1111	527	106	190	743
muc13a	8603	726	2039	2367	3181	1975	440	567	2188
LOC799879	2766	242	747	263	264	136	35	44	226
LOC799643	3471	204	532	367	563	264	58	69	316
zgc:111983	1956	182	269	4529	9705	9737	2060	1566	8705
ddx39aa	1608	208	423	2198	1659	1075	184	497	808
si:ch211-239f4.1	3656	347	828	1298	1037	591	97	291	396
LOC110439860	560	0	0	1	0	0	0	0	0
LOC110439861	1998	172	413	63	62	43	17	3	100
si:ch73-90k17.1	2552	152	412	21	50	40	9	5	105
emp1	2165	184	349	297	349	223	13	41	218
zgc:101679	1343	104	378	522	525	212	35	62	205
si:ch211-243a20.4	1726	83	230	12	0	3	1	4	28
si:ch211-243a20.3	981	113	192	220	189	115	22	57	212
grin2bb	10806	903	1788	6126	4923	2290	513	1233	2983
atf7ip	3990	500	1050	7825	5894	2502	598	1411	1901
sept3	2557	172	434	1843	1098	716	147	347	645
LOC103909155	3867	204	569	225	182	187	46	45	451
serhl	1579	134	480	503	403	170	32	102	280
trappc5	1386	82	120	803	689	387	63	180	368
mcoln1a	2302	215	495	1252	1075	564	135	279	586
si:ch211-214c7.4	7662	438	828	2727	2088	955	159	426	835
si:ch211-214c7.5	1870	89	174	27	39	0	2	8	0
pkn1a	4360	393	869	1952	1539	701	155	385	1038
LOC103909160	684	20	83	0	26	0	11	2	0
map2k7	1346	172	301	1124	774	486	102	297	181
pnpla6	7439	1033	2215	3653	2858	2300	338	1078	2662
lipt1	1306	38	108	100	226	61	18	20	164
eif5b	4556	475	1149	4904	6577	5308	679	1403	3450
arhgef7b	4012	329	970	1514	1341	766	158	363	697
LOC103909161	1434	19	86	94	20	97	0	12	85
LOC563925	883	13	25	0	1	0	0	2	0
sox1b	1774	126	262	777	439	208	56	134	279
LOC100002818	1143	29	86	15	1	11	4	0	0
atp11a	4669	248	599	1792	1442	801	217	562	1690
tubgcp3	3968	214	547	888	747	255	70	286	324
mcf2la	6190	629	1476	2895	2045	1260	266	664	680
si:busm1-105l16.2	1646	167	768	305	135	161	31	65	158
cab39l	2937	309	598	6774	6616	2471	592	975	6151
cdadc1	2483	181	443	925	735	481	65	199	577
rcbtb1	2792	188	531	399	304	165	23	100	111
arl11	1886	91	203	76	66	46	9	36	107
ebpl	967	44	98	165	147	55	2	42	75
kpna3	1857	287	639	3704	4142	1655	350	901	2936
spryd7a	1154	62	271	415	556	344	93	121	187
LOC103909193	2411	81	288	191	167	108	13	40	76
mir16b	140	12	14	49	19	0	3	8	75
mir15a-1	84	15	16	33	5	0	10	7	0
LOC108190346	4802	227	507	474	343	332	66	64	258
LOC101884727	6532	265	646	148	227	62	48	65	97
si:ch73-160h15.3	896	61	111	253	167	83	13	44	248
agpat3	6474	679	994	10796	7740	4451	966	2159	3878
pdxkb	921	124	257	373	316	107	21	121	211
LOC101885235	2209	174	350	147	100	67	5	38	154
pknox1.2	5571	457	911	3420	2773	1462	231	671	1212
si:dkey-22n8.3	2158	124	290	427	462	260	56	38	300
itsn1	10082	999	1850	9178	6824	3940	907	1962	3581
cryzl1	2011	176	434	596	449	313	79	112	536
setd4	1826	148	353	494	434	214	54	108	172
mhc1zea	1600	116	256	446	384	228	23	46	231
mhc1zda	2362	109	337	858	575	429	58	127	389
mhc1zca	2267	113	228	288	155	131	38	91	222
LOC103909196	2845	81	336	79	81	59	6	25	199
mhc1zba	2323	151	367	1289	2204	1329	442	456	927
cbr1	3867	125	313	244	235	185	53	65	179
morc3b	877	68	199	11	0	15	3	3	0
bcl9	7846	669	1261	5160	4311	2177	465	1302	1861
gja5b	2801	228	294	172	170	67	24	38	222
gja8b	2357	139	241	357	213	59	34	46	45
fstl1a	1475	122	323	314	413	299	52	74	160
lrrc58a	1245	82	188	246	432	239	63	69	205
trnae-cuc_2	72	4	11	22	0	0	0	0	0
stn1	1470	155	309	326	310	156	26	28	229
sh3pxd2aa	11966	728	1600	5624	4521	2394	595	1181	2367
neurl1aa	4060	279	471	1851	1402	866	181	407	419
cfap58	3179	276	771	225	161	137	15	40	219
sorcs3	5045	407	1230	1638	1404	890	154	527	697
LOC100332340	4292	522	992	1240	1162	664	157	252	702
LOC101885528	408	2	15	4	2	2	0	2	3
LOC110437846	535	3	5	0	24	1	0	0	0
LOC101886909	589	0	0	0	0	0	0	0	0
cxcl18b	565	57	139	51	167	77	22	18	0
si:ch73-6k14.2	460	40	38	181	90	67	7	35	19
caly	1876	134	195	993	773	431	68	202	640
msx1b	1383	92	169	341	218	199	26	88	116
si:dkeyp-80c12.8	933	36	104	0	10	11	4	4	0
si:dkeyp-80c12.7	1260	129	279	477	478	107	14	93	288
taf5	2665	282	483	1283	682	371	99	267	629
si:dkeyp-80c12.10	372	109	110	4457	4474	2658	521	415	8148
pdcd11	5790	454	1302	2877	3011	2194	439	742	1576
zgc:175214	4198	266	559	3270	2851	1362	302	577	1227
calhm1	2257	108	281	46	29	28	6	7	61
LOC794408	2896	117	376	73	21	28	2	17	161
zp3c	1599	91	351	28	57	31	0	7	41
si:ch211-281g13.5	4091	165	555	23	72	46	3	11	24
zgc:163136	3225	195	514	52	76	79	9	9	88
si:ch211-281g13.4	4011	223	563	104	135	54	6	15	42
col17a1a	5514	782	1296	17392	12133	5975	1438	3989	5033
slkb	6354	436	1112	3081	1969	1190	255	621	1063
tsga10	2479	226	615	263	100	44	11	52	185
si:ch211-149l1.2	3539	213	594	322	404	222	62	131	378
lef1	2779	290	546	4607	3341	1265	216	676	2134
hadh	1248	124	288	1570	1378	926	117	306	739
cyp2u1	2410	140	318	332	310	243	49	48	45
sgms2	1802	89	246	141	156	86	10	25	0
gstcd	2693	227	687	348	398	340	69	115	203
npnt	2146	338	618	1633	1572	699	165	347	571
tbck	3044	412	995	1266	942	494	111	267	547
aimp1	1146	113	250	2036	2160	1637	307	535	724
dkk2	1357	125	218	148	109	49	14	27	244
papss1	2377	217	429	623	689	233	65	179	334
LOC101885315	2561	114	257	60	7	57	9	10	99
pkd2	3833	281	484	1564	1463	849	189	359	760
abcg2d	4413	273	652	183	225	171	35	48	246
ppm1k	4196	194	526	2092	2013	1046	187	559	997
si:ch73-190m4.1	2921	221	531	83	45	79	29	8	200
herc3	3693	349	937	1130	979	619	180	292	607
fam13a	4769	433	949	4525	4034	2596	579	964	1804
zgc:154142	4803	357	822	2487	1833	450	146	273	975
si:dkeyp-123h10.2	3224	185	371	930	942	488	87	219	388
otx1a	1629	147	299	140	112	78	15	24	122
mdh1aa	1831	442	372	13385	11224	5858	1526	2474	3919
ugp2a	2071	212	372	4470	3961	2193	400	755	1320
spast	2389	284	701	548	571	322	62	239	586
dpy30	634	68	152	647	494	520	100	159	240
psen2	1810	203	372	1069	926	647	141	314	426
srd5a2a	1024	70	183	491	723	216	101	146	161
LOC108190350	890	46	98	340	228	217	23	113	160
jag1a	6824	455	1201	902	740	442	77	147	692
btbd3a	6648	316	721	1593	1208	481	92	241	706
esf1	2515	299	699	1684	1982	1782	234	439	1286
ndufaf5	1198	134	271	639	616	446	104	143	138
kif16ba	4527	466	1204	1652	890	467	128	333	1026
mast1a	8474	706	1206	1832	1648	707	204	506	750
atg4da	4893	258	696	956	858	565	90	204	537
actr2a	4847	366	652	4024	4556	2157	500	970	2591
spred2a	2019	183	328	1122	1074	486	116	380	545
meis1a	2280	248	566	2733	2030	1048	206	555	1120
etaa1	2991	187	372	370	325	219	43	74	420
ppp3r1b	2810	308	563	6286	5491	2510	403	1150	4069
cnrip1a	1383	165	245	1021	819	380	48	214	321
fbxo48	1440	98	288	593	379	482	45	136	121
si:ch1073-147h9.1	3018	245	638	1522	699	547	124	257	726
prokr1a	2208	125	223	62	26	49	5	2	69
snrpb2	1048	71	238	543	339	238	74	95	162
rnaseh2a	1298	121	230	597	527	264	44	146	198
prdx2	1022	234	281	6989	5645	2177	655	1048	1772
junba	1562	120	238	992	1026	975	246	196	298
si:ch211-145g9.7	543	34	62	151	74	43	6	10	21
dand5	1286	93	246	21	17	18	0	0	0
LOC103909283	963	21	66	12	27	14	0	0	20
LOC110437879	4774	222	546	870	553	285	60	165	536
LOC103909284	10748	757	1307	6020	4381	1190	374	945	2601
rad23aa	1658	209	440	1459	887	688	107	285	481
rnf11a	2794	160	530	888	652	456	65	183	471
asna1	3563	219	463	2344	2127	1300	249	552	1181
best2	2750	199	381	68	152	49	4	25	180
rab3da	866	84	248	418	263	167	40	89	246
pld6	1301	87	247	38	25	0	4	0	19
cnn1a	1010	76	237	95	92	53	19	13	169
si:dkey-121b10.7	1714	76	202	71	120	35	6	21	20
LOC108185957	4947	319	897	4205	5553	1735	541	630	2881
si:ch211-217k17.9	5559	660	1317	11529	15083	8506	1691	2554	9813
zgc:194101	507	20	40	10	0	0	0	0	0
si:ch211-217k17.12	583	34	115	25	0	0	10	1	0
si:ch211-217k17.11	1455	86	201	53	42	17	4	7	0
si:ch211-217k17.10	554	51	94	43	38	15	6	12	37
si:ch211-217k17.7	1212	76	195	1722	1522	1967	247	330	599
glb1	2333	214	463	494	683	309	104	121	158
cldnd1b	1797	120	201	817	729	277	125	257	564
acy3.2	1581	131	284	518	602	309	85	109	255
LOC108190353	1370	59	99	44	1	7	0	4	0
acy3.1	1497	28	144	92	84	24	7	20	0
tacr3l	1188	78	272	73	43	18	12	2	43
abca1a	9626	1007	2039	12169	12105	8839	2527	2965	4641
trnaa-ugc	72	22	43	16	17	0	0	9	23
trnaa-ugc_1	72	3	11	0	0	0	2	0	1
trnaa-ugc_2	72	18	33	0	0	0	0	0	0
slc44a1a	3890	238	576	764	798	282	101	140	184
aptx	1473	83	236	198	133	74	13	48	71
osbp	8245	631	1322	5320	4559	2633	583	1236	2194
LOC558721	1568	47	114	62	1	0	4	2	62
LOC108179086	1027	0	31	11	0	10	2	0	0
LOC100535525	812	49	88	69	3	37	4	9	62
wu:fc75a09	768	48	122	104	146	47	15	32	50
patl1	2854	277	712	2136	1583	782	238	539	721
smarca5	3711	412	963	3356	2273	1374	364	871	1700
inpp4b	5511	495	926	2143	1947	853	209	452	1308
il15	1423	104	317	447	314	145	44	78	201
