Geneid	length	WT_Pmm2_8_1	WT_Pmm2_8_4	WT_Pmm2_8_2	WT_Pmm2_8_3	Mutant_Pmm2_8_1	Mutant_Pmm2_8_2	Mutant_Pmm2_8_5	Mutant_Pmm2_8_3	Mutant_Pmm2_8_4
LOC103908775	742	0	0	0	0	0	0	0	0	0
fam160a1a	4314	80	526	297	57	31	213	94	16	47
gatb	2126	4	58	35	4	1	34	3	3	13
dctpp1	1336	1	13	6	0	0	3	5	0	2
LOC101882397	1124	1	19	3	0	1	6	2	0	6
fbxw7	6250	40	513	244	35	15	197	106	24	48
tmem154	3382	72	277	118	38	34	346	75	38	75
mnd1	2286	20	68	59	15	2	38	17	4	15
tmem131l	4832	252	2562	1201	171	111	1039	444	121	237
trim2a	3427	75	633	343	36	20	255	87	29	69
fhdc1	6827	0	7	0	0	0	0	0	0	1
arfip1	3660	26	229	86	10	21	185	84	17	71
sfrp2	3161	39	102	87	23	16	132	24	4	29
LOC101882989	827	5	4	2	0	0	0	0	0	0
si:dkey-30k22.10	970	4	0	1	1	0	3	0	0	0
dchs2	11245	19	192	88	6	12	124	22	3	19
plrg1	2146	13	192	84	28	14	117	52	24	41
fgg	1574	48	405	181	26	32	394	81	36	116
lrata	1148	4	16	3	0	0	0	2	1	0
LOC101883163	1358	0	0	0	0	0	0	0	0	0
LOC110439814	616	0	0	0	0	0	0	0	0	1
LOC100537259	822	0	0	0	0	0	0	0	0	0
si:dkey-30k22.5	905	0	3	0	2	0	0	0	0	2
npy2r	1478	0	8	2	5	0	1	2	0	0
map9	2663	4	42	20	9	5	22	2	1	20
gucy1a3	2774	0	7	2	0	0	11	0	0	0
gucy1b3	2122	0	0	0	0	0	0	0	0	0
fabp2	1099	0	0	3	0	0	4	0	0	2
usp53b	4592	96	1146	410	46	47	315	133	31	75
myoz2b	1652	37	151	99	20	10	92	25	4	24
synpo2b	3109	90	592	445	37	18	247	153	18	61
si:ch211-145b13.5	2618	17	69	29	15	1	39	13	4	12
si:ch211-145b13.6	1231	5	47	24	8	5	35	2	4	19
gpank1	2010	31	361	134	14	10	132	44	27	53
pdcd4a	2863	430	2846	1561	169	107	1235	504	129	346
mxd4	4781	137	966	528	60	58	449	178	58	153
ndufb6	527	78	387	218	37	37	372	132	17	95
toporsa	5534	53	300	181	20	21	287	99	24	61
mtap	1239	29	231	143	12	19	191	78	14	33
cdkn2a/b	2878	2	82	21	6	4	12	19	12	4
LOC108190622	290	2	0	0	0	0	0	0	0	0
cxxc4	3518	77	505	225	39	24	179	86	21	51
tet2	6513	531	3794	2143	277	173	1629	600	153	420
ppa2	1636	46	146	79	26	2	84	25	7	30
arhgef38	3437	29	273	111	16	9	149	67	15	33
ints12	1928	15	298	113	18	9	100	50	15	29
g3bp2	5051	128	1090	562	99	62	689	237	95	194
uso1	4099	227	2354	1016	108	103	1488	578	145	360
LOC108185367	670	11	11	8	4	0	3	3	0	3
LOC110439708	288	0	3	5	3	0	0	0	0	0
coro2a	3170	16	447	213	40	26	248	125	20	72
anp32b	2727	324	2080	1114	170	94	1525	548	111	428
si:dkey-25o16.2	2703	10	233	166	18	16	110	43	15	27
trmo	1698	26	103	93	12	8	70	19	5	15
si:dkey-25o16.4	5133	51	162	150	23	9	83	33	5	36
foxe1	2428	29	122	52	11	6	28	24	3	13
sh3gl2a	1774	194	1572	761	107	57	663	277	87	177
cntln	4046	5	85	31	7	0	53	13	4	3
bnc2	6076	180	1445	786	120	42	457	275	52	139
LOC101882912	1687	0	0	0	0	0	6	0	0	0
LOC110439825	1914	0	5	0	0	0	0	0	0	0
si:ch211-76m11.7	1580	0	0	3	0	0	0	0	0	0
LOC108190634	783	0	0	0	0	0	0	0	0	0
LOC101883046	869	0	0	0	0	0	0	0	0	0
pspc1	2088	132	829	430	80	46	408	161	49	115
dnajb14	1977	73	406	217	29	13	198	60	14	65
LOC110439743	3551	7	73	37	8	0	4	31	2	6
sgut1	1586	91	570	284	50	18	426	111	31	101
chst10	1969	44	371	175	32	7	142	61	14	48
snapc3	1540	72	442	214	31	21	278	94	18	88
psip1a	1781	10	83	60	19	7	37	18	9	15
LOC110439709	2334	7	23	6	1	0	10	0	8	0
si:ch1073-440b2.1	3635	81	261	168	21	19	134	67	16	50
LOC108182421	241	0	0	0	0	0	0	0	0	0
LOC110439834	690	0	0	2	4	0	0	1	0	0
LOC103908832	2266	5	47	18	3	0	41	17	4	16
LOC108190024	884	4	10	10	4	1	11	7	1	3
LOC108185504	2517	0	2	1	0	1	8	0	0	0
ednrba	1489	25	99	88	11	2	86	19	3	20
LOC108190026	212	0	0	0	0	0	0	0	0	0
zgc:172295	3273	199	834	409	85	42	565	244	69	143
LOC103908837	805	16	78	55	12	1	55	16	3	12
timmdc1	1088	35	278	242	22	20	215	94	27	53
poglut1	1559	16	95	72	5	1	114	21	6	23
pwp2h	2931	44	269	148	18	11	209	98	22	30
gpm6ba	4235	23	234	84	3	0	38	16	5	15
gemin8	1500	6	56	17	11	10	69	13	6	12
cbsa	2835	32	158	112	12	20	227	59	12	41
cryaa	1386	111	747	321	36	45	536	121	35	82
hsf2bp	1270	0	3	3	2	2	4	1	0	0
ankrd10a	1949	36	170	122	17	6	50	34	20	23
zgc:173948	1011	2	28	30	1	0	10	7	5	0
cars2	2098	37	194	154	16	8	124	41	10	19
irs2a	5528	513	4073	1708	204	154	1787	725	189	531
lig4	3206	34	85	45	12	12	66	32	9	24
fam155a	4399	61	550	195	57	31	142	82	23	53
si:dkey-1h24.2	1775	7	72	19	4	0	5	16	0	5
si:dkey-1h24.6	1159	0	1	3	4	0	0	0	1	2
raph1b	7276	63	770	590	35	34	236	132	32	87
spp2	1014	5	13	13	2	0	2	2	0	0
alg11	2846	0	0	0	0	0	0	0	0	0
cpb2	1297	0	0	2	0	0	0	0	0	0
zc3h13	5976	4	63	33	3	1	28	26	3	9
tm9sf2	3045	0	0	0	0	0	1	1	0	0
zic2b	2189	0	0	0	0	0	0	0	0	0
pcca	2999	20	214	130	30	17	144	62	18	49
zgc:153256	1588	2	26	3	2	0	1	3	0	0
im:7148405	795	0	0	1	0	0	3	0	0	0
vps8	4414	16	246	111	23	11	129	37	7	27
mir740	113	0	0	0	0	0	0	0	0	0
si:dkey-22o12.2	4974	13	19	17	1	0	9	3	1	3
tmem41ab	1868	32	160	52	22	10	150	65	17	34
igf2bp2b	6036	136	924	745	95	75	889	288	74	280
ubac2	1742	4	24	9	0	2	0	6	1	0
gpr183b	1209	0	0	0	0	0	0	0	0	0
dachc	2306	0	35	56	1	2	7	9	1	1
si:dkey-15d12.2	772	0	0	0	0	0	1	0	0	0
bora	2590	0	9	0	0	0	0	1	0	0
dis3	3288	18	55	24	1	1	55	26	2	2
metap1d	1118	0	0	0	0	0	0	0	0	0
dlx2b	1497	0	1	0	0	0	0	0	0	0
itga6b	4368	1	74	36	6	7	89	17	4	4
si:ch211-269i23.2	5865	0	87	46	4	3	38	16	10	5
eef1a1b	2160	16	141	68	3	6	41	13	6	2
kcnq5b	3736	15	124	65	15	1	35	18	3	17
LOC103908890	3274	0	0	0	0	0	0	0	0	0
LOC568486	6511	119	1676	832	88	43	486	254	43	150
cenpk	1213	10	15	38	8	0	7	6	0	8
LOC110439710	224	0	0	0	0	0	0	0	0	0
lbx1b	1499	25	42	13	5	1	19	6	0	8
slc2a15b	1889	36	260	146	10	15	115	60	25	40
fgf8b	2321	20	109	69	10	13	66	25	1	11
dpcd	1033	2	55	18	10	4	13	8	6	12
poll	2064	37	330	135	25	21	160	56	19	44
wbp1lb	3385	236	1090	513	122	99	770	306	79	133
as3mt	1282	32	160	110	13	9	76	41	9	29
cnnm2b	4951	77	443	183	40	24	207	94	26	35
nt5c2b	2365	204	2130	1075	137	86	818	416	114	217
inab	1908	107	766	444	62	14	211	157	41	91
anos1a	2340	164	1209	561	49	31	382	173	61	88
LOC101885607	1593	6	21	8	6	0	10	4	1	1
sts	2647	50	271	103	26	18	112	67	10	36
pnpla4	689	2	21	7	0	0	2	3	1	5
LOC101885560	209	0	0	0	0	0	0	0	0	0
pudp	1147	0	0	0	0	0	0	0	0	0
nlgn4a	4810	197	1643	826	98	48	625	253	74	190
LOC562564	2852	0	18	7	1	1	4	0	0	1
LOC110439944	6636	0	3	4	4	0	0	0	1	0
prkx	5571	89	399	183	48	19	280	86	21	97
mxra5a	8307	92	480	321	63	39	294	112	47	79
gyg2	1652	10	75	15	6	7	65	4	8	9
cd99	2427	148	599	291	104	50	629	143	36	154
trnar-ucu	73	0	8	1	0	0	2	0	4	0
dhrsx	3435	61	310	182	48	30	252	115	36	55
creb1a	1951	88	783	432	37	29	316	126	37	69
chmp2bb	1981	137	1169	557	101	52	1194	339	84	266
htr1fb	2361	5	32	12	12	2	7	5	0	3
cldng	852	0	14	6	4	0	22	1	0	0
znf654	6127	175	1276	740	103	71	704	279	86	224
arl13b	2794	67	678	448	46	22	219	93	33	80
nsun3	1453	29	71	50	5	4	63	10	1	15
LOC110439842	1871	0	5	5	0	0	1	1	0	1
LOC101886777	531	8	10	0	5	0	2	0	0	0
epha6	4782	19	258	90	25	8	65	20	13	28
mir734	93	0	0	0	0	0	0	0	0	0
arl6	2375	66	363	159	19	18	138	53	21	66
slc5a7a	2841	2	81	24	1	4	69	23	4	7
kctd12.2	1477	3	40	31	1	0	20	24	3	1
lmo7b	4920	1	21	14	4	0	5	6	9	1
klf12a	2601	30	385	143	21	10	55	30	12	22
klf5a	2475	52	680	328	44	42	184	94	20	56
pibf1	2486	26	145	126	26	5	62	39	8	38
gpalpp1	1695	46	284	140	30	32	221	78	21	46
gtf2f2a	1292	47	449	286	19	10	254	99	20	64
tpt1	1041	10110	61809	25326	3854	6490	42130	13986	3860	10053
LOC110439843	402	0	0	0	0	0	0	0	0	0
zgc:172122	2028	8	48	17	8	7	13	8	0	3
LOC101886453	1410	0	13	1	5	0	0	1	0	1
LOC103910066	1589	0	3	2	4	0	1	0	0	2
LOC108190059	6220	2	8	2	0	1	21	4	0	0
LOC108190061	994	0	1	0	0	0	7	0	1	0
LOC110439844	2215	0	0	1	2	0	1	0	0	0
LOC101886362	545	0	0	0	2	0	2	0	0	0
sc:d189	2023	21	51	22	10	1	35	22	7	12
LOC101883801	1833	10	6	7	6	0	5	2	2	8
LOC101886741	858	2	3	3	0	0	2	0	1	0
usp38	4633	53	596	280	36	31	256	122	26	88
gab1	5794	96	1158	487	63	32	524	182	56	99
frem3	9384	0	0	0	1	0	0	0	0	0
si:dkey-27h10.2	1162	6	4	11	4	0	10	0	0	6
hhip	4575	11	135	103	9	12	31	23	3	18
LOC110438575	994	0	0	0	0	0	0	0	0	0
smad1	3083	1	25	6	1	2	4	3	2	1
LOC101886967	382	0	0	0	0	0	0	0	0	0
tceanc	2592	0	0	0	0	0	0	0	0	0
mmaa	1684	0	1	2	0	0	0	0	0	0
zgc:152968	4263	15	33	14	28	1	24	2	1	8
znf827	8163	504	4801	2503	218	127	1464	771	224	385
lsm6	783	32	177	59	33	22	178	52	12	35
LOC100538006	810	0	0	0	0	0	0	0	0	0
pou4f2	1493	71	1135	483	58	33	234	124	37	78
ednraa	3126	58	215	124	26	20	128	47	19	47
tmem184c	6237	0	20	22	2	1	34	18	3	5
prmt9	3026	22	124	70	26	3	69	23	11	10
arhgap10	3626	156	1041	500	71	46	475	230	64	102
nr3c2	3540	5	32	14	2	1	30	6	2	5
dclk2a	4822	101	689	358	46	18	245	126	27	78
fam193a	5536	159	2171	1056	80	51	895	375	94	205
tnip2	2815	24	127	74	27	12	56	38	10	41
scpp1	936	18	37	14	14	0	4	5	0	6
sparcl1	2484	115	284	206	31	23	202	58	16	48
LOC108190667	363	3	11	8	1	0	7	1	2	1
LOC101883466	1792	0	1	2	0	0	5	0	0	1
si:dkeyp-13d11.2	1392	0	4	8	5	0	13	2	1	0
si:ch211-15e22.3	3023	158	1294	591	54	29	416	153	49	77
LOC101883643	587	0	1	1	0	0	2	0	0	0
galnt7	3300	192	1755	928	95	119	1868	676	173	616
hmgb2a	1074	276	1873	1385	168	121	1250	413	87	440
hand2	1641	36	178	109	30	12	92	44	12	38
fbxo8	3422	186	1580	678	66	196	2096	656	216	516
cep44	2238	22	86	47	16	2	50	33	10	13
hpgd	1275	31	236	90	14	16	117	42	12	28
glra3	3690	139	767	362	51	20	380	147	27	70
LOC103908993	2447	14	157	61	11	9	75	25	13	18
gpm6ab	3993	757	6787	3636	386	200	2345	1162	297	658
wdr17	5752	57	695	373	39	17	270	80	32	53
asb5b	1835	112	560	274	42	19	256	89	23	54
spcs3	709	30	220	141	17	19	226	77	6	41
vegfc	2485	29	69	62	19	11	67	12	13	10
mir2197	110	0	7	3	0	0	2	0	0	0
LOC108190091	4029	65	416	231	52	14	144	55	28	42
zgc:153720	1469	46	788	445	41	12	233	81	33	65
tenm3	8611	595	7520	3637	292	195	2138	1051	294	511
dctd	1425	29	84	32	28	1	55	16	1	20
irf2a	3065	100	565	220	50	21	346	117	40	81
tmem134	1622	42	329	146	63	21	277	75	32	71
stox2a	8764	371	4114	2260	149	138	1374	670	165	297
LOC110439845	758	4	52	39	5	0	19	5	3	2
ing2	1520	25	294	151	18	19	160	58	15	29
sod3b	1354	3	28	3	4	1	32	0	1	0
aip	1663	90	602	380	61	42	444	152	38	101
cdk2ap2	939	26	335	168	28	43	231	115	20	47
lgi2b	1679	0	0	0	0	0	0	0	0	0
ccdc149b	2769	0	2	2	0	0	3	3	0	0
si:dkey-117m1.4	3197	20	288	110	11	13	120	39	4	12
cntf	1137	4	40	22	2	2	19	3	2	0
si:ch211-113e8.11	2304	24	83	36	1	0	77	13	3	15
si:ch211-113e8.10	2947	25	239	117	16	13	165	38	17	45
zgc:152658	1266	4	7	3	0	2	14	2	0	5
zgc:194443	1619	0	1	1	0	0	19	0	0	7
LOC103909020	445	0	0	0	0	0	0	0	0	0
si:ch211-113e8.9	2327	0	1	4	5	4	0	1	0	5
LOC793449	1293	0	4	0	1	0	0	0	0	0
LOC100330380	1669	1	9	1	4	0	0	0	1	1
si:ch211-113e8.5	1389	0	11	0	4	0	4	1	0	0
si:ch211-113e8.3	5445	0	0	0	0	0	0	0	0	0
faah2a	2351	0	0	0	0	0	0	0	0	0
zgc:56493	656	268	1755	958	104	141	1601	506	133	408
vwa10.1	2999	19	271	155	15	15	86	53	12	60
vwa10.2	3696	6	73	44	13	2	36	10	5	27
maml3	5296	252	3200	1547	155	91	841	436	126	230
scoca	1929	124	632	321	69	85	517	172	54	147
clgn	3120	136	1323	703	94	63	688	312	82	151
LOC108190121	4094	8	71	40	5	7	23	14	3	7
naa15b	3208	217	1975	882	116	92	954	377	100	207
LOC797949	3309	9	102	40	11	0	18	13	2	12
LOC101885779	4594	100	565	447	55	57	642	207	64	219
wu:fc34e06	9421	408	900	310	223	181	1678	613	137	207
zgc:153642	1370	0	15	1	2	0	4	0	1	0
LOC110439949	1453	5	17	12	4	0	7	0	2	5
htra3a	2050	5	21	5	7	1	1	7	8	6
gpr78a	1899	1	58	16	4	1	20	7	1	6
cpz	3001	18	37	47	7	8	43	23	5	14
hmx4	1420	0	0	0	0	0	0	0	0	0
hmx1	849	0	0	0	0	0	0	0	0	0
adra2c	1299	0	0	0	0	0	0	0	0	0
lrpap1	2075	15	85	76	13	13	108	45	5	26
dok7	3273	33	237	137	17	5	104	68	19	46
rgs12b	8584	204	1945	1017	128	93	851	421	105	219
htt	11308	282	3882	1903	184	99	1428	672	198	377
si:ch211-89o9.4	2243	35	151	80	14	6	162	100	5	34
trnae-cuc	72	0	0	0	0	0	0	0	0	0
paip2b	1140	227	2126	891	135	95	1217	414	105	290
dok1a	1789	32	47	41	16	5	57	16	6	12
si:ch211-89o9.6	2542	50	335	144	15	16	169	68	13	51
trnak-cuu	73	0	0	0	0	0	0	0	0	0
dtx4	3857	189	1823	805	115	74	567	247	70	141
LOC565594	8835	487	1244	357	215	175	1746	459	119	164
si:dkey-56e3.3	2186	80	387	189	27	17	239	79	23	73
mogs	3001	58	311	171	36	41	439	152	26	99
LOC797711	4197	29	188	76	19	11	65	23	11	7
fbxo41	3176	75	694	379	21	5	168	108	35	49
rnf24	4933	348	1405	861	152	73	787	275	94	208
smox	2322	186	981	523	81	23	451	242	63	174
LOC110439712	392	0	7	1	5	0	0	1	0	0
si:dkey-37g12.1	2995	25	67	11	19	0	43	7	10	13
LOC797212	1922	6	67	21	8	7	17	12	2	8
adra1d	4953	51	286	93	31	9	167	57	16	31
ctnna2	3641	142	1963	916	99	57	590	293	75	105
LOC108190166	155	0	10	2	0	4	9	1	1	0
LOC101882853	867	14	51	30	1	0	9	4	1	7
lrrtm1	4870	208	2440	1087	131	74	653	304	90	184
LOC110439713	226	1	9	1	0	1	0	0	0	3
suclg1	1346	440	3598	1801	164	169	1809	783	200	444
cisd2	1276	18	72	36	2	2	81	13	3	20
si:dkey-162b23.4	3200	26	382	167	23	2	87	55	11	21
bdh2	1393	11	182	57	12	12	146	28	17	26
tacr3a	1269	24	271	76	11	8	128	30	16	28
si:dkey-22i16.2	2307	39	149	94	19	7	34	10	7	33
si:dkey-22i16.3	1192	68	39	34	13	0	3	11	2	7
scpp5	1032	3	38	17	6	4	16	2	1	1
scpp7	678	8	3	1	5	0	5	0	1	1
scpp6	2361	2	10	11	17	0	6	9	1	11
LOC110439846	384	2	4	3	2	2	2	0	0	0
si:dkey-22i16.7	641	15	45	13	12	1	13	15	3	4
odam	784	1	19	2	4	0	4	8	3	4
scpp9	907	5	28	2	3	0	6	1	0	1
si:dkey-22i16.9	2298	9	51	37	12	4	23	7	5	16
zgc:66472	2747	40	211	87	30	12	91	41	10	47
LOC103909073	891	0	3	0	5	0	6	0	0	0
si:ch73-109d9.1	1303	78	701	223	46	19	180	106	17	62
si:ch73-109d9.3	3206	56	592	282	42	12	298	89	16	53
si:ch73-109d9.2	2414	54	430	122	29	17	170	77	12	38
LOC799968	3486	15	173	111	27	16	110	45	11	33
vwa11	3329	290	2770	1947	190	121	1163	514	158	331
LOC103909118	2116	10	89	35	11	5	94	19	13	26
LOC110439847	1282	20	60	43	13	1	19	4	5	10
cabp2a	2104	68	321	113	50	20	135	70	12	35
slc43a3a	2600	39	397	152	22	11	89	29	16	38
ctnnd1	5223	572	4370	2266	304	239	2680	1165	321	669
timm10	1595	40	204	103	16	5	95	52	12	39
unc93b1	2498	48	261	111	39	20	168	48	14	52
cryba1l2	1710	112	737	255	51	32	355	112	35	80
crybb1l2	1224	1720	13184	5186	838	503	5584	2169	603	1241
rtn4rl2a	1565	56	233	113	10	3	48	20	9	24
zdhhc5a	5706	361	2578	1244	138	102	1057	440	120	236
tmx2b	2024	180	725	291	73	69	376	130	33	121
med19b	1117	56	373	145	24	9	111	51	10	34
slc43a1b	3681	148	898	483	65	51	468	198	49	87
trnap-agg_1	72	0	0	1	0	0	0	0	0	0
si:dkey-28b4.8	5403	262	2193	903	102	53	688	348	104	211
si:dkey-28b4.7	603	23	197	121	8	12	65	39	13	30
ssrp1b	4283	82	600	387	62	20	231	117	24	57
p2rx3b	2996	54	149	90	38	22	124	29	14	23
si:dkey-9i23.4	704	1	4	3	2	0	11	0	0	1
si:dkey-9i23.5	806	4	25	6	6	0	9	7	2	3
si:dkey-9i23.6	3319	32	159	113	15	8	109	55	12	57
tmem187	2214	11	121	32	6	5	13	17	2	3
si:dkey-9i23.8	2693	4	14	8	4	3	5	5	0	7
ndufs8a	1529	235	1497	868	89	107	869	350	87	239
zgc:165520	1932	54	311	137	28	6	85	37	5	32
kdm2aa	6057	344	2998	1401	177	121	1371	679	147	309
tcirg1a	3196	104	1058	457	55	22	364	166	40	87
wu:fc21g02	4202	315	2207	1146	124	119	1088	454	110	240
si:dkey-9i23.15	1429	64	170	88	20	15	116	48	13	29
si:dkey-9i23.14	1231	0	0	5	3	0	25	5	0	4
tmem176	1096	45	327	136	24	23	217	86	12	76
si:dkey-9i23.16	812	43	275	141	13	21	179	49	29	57
vps37c	3236	122	922	464	58	47	485	221	48	146
cd5	1992	11	32	16	8	0	14	1	1	1
tmem132a	3419	41	275	139	28	10	109	30	14	25
trnae-cuc_1	72	1	0	0	2	0	9	0	0	0
trnam-cau	72	0	0	0	0	0	7	0	0	0
trnak-uuu	73	0	0	0	0	0	0	0	0	0
dnaja1	2240	54	477	218	58	15	320	141	28	110
smu1b	3153	99	1193	441	67	36	353	165	60	57
rps6	818	2608	38634	15287	1207	1546	14215	7167	1842	3253
btr01	1986	29	321	107	25	26	184	53	23	40
si:ch211-151p13.8	2209	109	631	314	53	26	271	119	35	123
muc13a	8603	328	1060	397	198	78	798	256	89	261
LOC799879	2766	68	120	36	28	7	44	26	3	15
LOC799643	3471	88	153	98	34	9	163	41	7	47
zgc:111983	1956	537	3373	2077	285	507	4775	1541	336	3608
ddx39aa	1608	139	898	424	74	46	466	200	54	104
si:ch211-239f4.1	3656	90	1005	517	47	41	353	139	34	58
LOC110439860	560	0	0	0	0	0	0	0	0	0
LOC110439861	1998	16	55	8	6	0	20	5	8	5
si:ch73-90k17.1	2552	4	6	3	12	1	21	5	2	10
emp1	2165	30	166	125	17	8	92	35	10	21
zgc:101679	1343	34	240	133	36	6	158	46	11	23
si:ch211-243a20.4	1726	13	21	3	9	0	3	1	1	14
si:ch211-243a20.3	981	18	88	41	9	5	51	17	1	15
grin2bb	10806	641	4362	2228	308	145	1553	568	147	344
atf7ip	3990	565	5570	2494	218	137	1905	760	229	452
sept3	2557	97	1248	580	75	29	392	220	33	102
LOC103909155	3867	25	149	73	16	12	48	39	7	29
serhl	1579	25	115	47	10	12	82	26	6	23
trappc5	1386	62	256	154	18	23	189	67	17	41
mcoln1a	2302	67	830	340	49	30	300	135	48	87
si:ch211-214c7.4	7662	194	1398	764	118	61	519	245	52	116
si:ch211-214c7.5	1870	10	4	8	5	4	13	5	1	0
pkn1a	4360	110	1226	495	65	38	513	178	64	112
LOC103909160	684	3	5	2	1	0	3	1	0	1
map2k7	1346	62	824	403	43	32	320	180	35	90
pnpla6	7439	349	2667	1310	209	92	1174	512	144	336
lipt1	1306	5	94	32	10	1	29	11	3	8
eif5b	4556	350	2683	1620	202	181	2544	1137	264	640
arhgef7b	4012	85	1080	563	63	41	450	213	54	117
LOC103909161	1434	10	37	14	2	0	6	16	2	5
LOC563925	883	0	0	2	0	0	0	0	0	0
sox1b	1774	44	386	193	18	11	117	56	17	35
LOC100002818	1143	0	5	4	0	0	0	0	4	0
atp11a	4669	199	1224	645	71	74	666	226	65	175
tubgcp3	3968	48	436	219	26	9	209	65	33	55
mcf2la	6190	196	2160	974	117	78	575	316	94	171
si:busm1-105l16.2	1646	29	174	125	32	3	105	27	14	28
cab39l	2937	550	2515	1180	233	276	1663	517	146	528
cdadc1	2483	62	367	255	37	24	332	96	28	69
rcbtb1	2792	25	350	160	18	12	137	55	17	26
arl11	1886	19	60	22	6	4	44	16	2	8
ebpl	967	2	16	27	3	1	27	5	2	6
kpna3	1857	290	1837	714	125	158	1303	398	131	304
spryd7a	1154	26	314	140	13	13	202	69	17	66
LOC103909193	2411	14	131	92	2	2	56	20	8	12
mir16b	140	4	16	8	0	0	5	0	1	2
mir15a-1	84	2	22	12	0	0	7	5	0	1
LOC108190346	4802	17	245	130	24	16	137	59	15	31
LOC101884727	6532	12	153	87	16	4	35	38	6	24
si:ch73-160h15.3	896	10	153	52	6	7	57	30	11	12
agpat3	6474	745	4847	2831	345	238	2837	1035	281	613
pdxkb	921	12	187	59	14	15	60	44	12	41
LOC101885235	2209	16	88	56	11	4	48	11	5	16
pknox1.2	5571	278	1962	873	135	80	815	377	116	282
si:dkey-22n8.3	2158	50	414	178	43	23	164	59	8	34
itsn1	10082	712	7058	3553	361	246	2549	1174	295	730
cryzl1	2011	18	275	146	19	17	164	80	15	75
setd4	1826	26	281	117	17	28	159	50	11	41
mhc1zea	1600	49	156	110	23	13	117	33	12	27
mhc1zda	2362	75	719	306	50	18	283	95	26	96
mhc1zca	2267	56	152	69	27	11	96	46	18	32
LOC103909196	2845	4	7	10	15	1	15	0	4	11
mhc1zba	2323	142	2143	914	88	123	1206	459	113	457
cbr1	3867	31	132	72	9	4	117	41	6	30
morc3b	877	0	9	0	15	0	7	0	2	3
bcl9	7846	415	3593	1746	203	114	1257	603	136	241
gja5b	2801	32	80	19	12	5	33	20	6	12
gja8b	2357	46	96	52	12	11	49	25	1	21
fstl1a	1475	29	172	51	14	9	78	39	7	24
lrrc58a	1245	20	200	72	19	10	118	39	14	37
trnae-cuc_2	72	0	0	0	0	0	0	0	0	0
stn1	1470	33	132	29	43	5	72	37	5	29
sh3pxd2aa	11966	441	3273	1576	241	110	1497	567	152	441
neurl1aa	4060	129	1753	923	73	37	481	246	76	145
cfap58	3179	15	89	67	33	5	57	7	6	16
sorcs3	5045	118	1455	709	83	41	526	260	67	132
LOC100332340	4292	88	856	463	66	19	273	151	36	104
LOC101885528	408	8	1	2	0	0	2	1	0	2
LOC110437846	535	0	3	0	0	0	2	0	0	0
LOC101886909	589	0	0	0	0	0	0	0	0	0
cxcl18b	565	20	28	23	7	10	33	59	13	12
si:ch73-6k14.2	460	17	84	30	9	5	21	8	1	7
caly	1876	77	731	247	60	26	266	97	37	54
msx1b	1383	21	185	63	10	13	68	27	4	29
si:dkeyp-80c12.8	933	7	14	7	8	0	6	0	0	1
si:dkeyp-80c12.7	1260	9	277	101	17	0	61	31	8	15
taf5	2665	69	654	284	38	26	212	99	27	64
si:dkeyp-80c12.10	372	440	680	373	150	159	1019	106	32	251
pdcd11	5790	328	2679	1144	150	125	1500	655	163	303
zgc:175214	4198	306	2525	1128	126	50	925	406	128	233
calhm1	2257	2	8	2	5	2	20	9	3	3
LOC794408	2896	2	5	13	8	2	7	7	2	2
zp3c	1599	0	1	7	6	0	9	1	0	1
si:ch211-281g13.5	4091	5	2	2	10	4	30	4	1	8
zgc:163136	3225	4	40	8	12	3	10	11	6	13
si:ch211-281g13.4	4011	6	64	30	5	0	29	2	3	21
col17a1a	5514	782	6012	3852	406	304	2428	1249	332	646
slkb	6354	266	1813	893	143	70	741	300	83	189
tsga10	2479	25	220	43	16	8	32	12	0	13
si:ch211-149l1.2	3539	42	252	128	48	23	190	81	15	41
lef1	2779	229	1822	1000	117	99	608	268	65	164
hadh	1248	90	512	312	81	45	462	158	51	78
cyp2u1	2410	45	667	242	14	14	179	85	32	42
sgms2	1802	11	34	17	15	1	32	15	2	7
gstcd	2693	63	624	165	38	16	173	84	23	51
npnt	2146	130	983	454	59	22	448	197	43	98
tbck	3044	60	629	304	31	28	309	170	50	56
aimp1	1146	143	2078	1010	48	111	1156	470	90	281
dkk2	1357	20	97	56	14	4	35	25	11	15
papss1	2377	14	153	89	14	7	89	44	21	9
LOC101885315	2561	17	24	8	6	0	55	2	1	4
pkd2	3833	134	784	370	43	58	421	186	54	102
abcg2d	4413	22	115	75	25	1	55	22	6	14
ppm1k	4196	211	1879	879	97	72	866	265	108	204
si:ch73-190m4.1	2921	39	18	16	9	8	50	25	9	32
herc3	3693	65	1066	408	86	31	270	220	42	93
fam13a	4769	418	3565	1605	189	121	1405	552	137	374
zgc:154142	4803	199	1200	1020	87	53	534	176	40	228
si:dkeyp-123h10.2	3224	63	623	327	63	22	220	112	37	68
otx1a	1629	16	70	40	19	1	28	19	1	6
mdh1aa	1831	1106	13488	5734	415	416	3515	1846	519	943
ugp2a	2071	291	3525	1677	162	144	1466	740	160	398
spast	2389	60	418	222	34	10	210	94	30	53
dpy30	634	52	332	170	39	14	182	61	17	71
psen2	1810	68	1239	427	42	45	481	238	83	128
srd5a2a	1024	61	348	207	21	2	226	88	21	49
LOC108190350	890	16	163	101	25	11	129	44	9	27
jag1a	6824	50	507	192	39	37	232	78	27	48
btbd3a	6648	86	879	408	63	28	420	191	35	154
