Geneid	length	WT_Pmm2_6_5	WT_Pmm2_6_3	WT_Pmm2_6_1	WT_Pmm2_6_4	Mutant_Pmm2_6_3	Mutant_Pmm2_6_2	Mutant_Pmm2_6_5	Mutant_Pmm2_6_1
mtap	1239	165	202	66	180	103	71	42	177
cdkn2a/b	2878	31	49	8	34	70	11	17	29
LOC108190622	290	0	0	0	0	6	4	0	0
cxxc4	3518	296	336	99	316	184	131	48	221
tet2	6513	2718	2400	693	2894	1183	1365	511	1746
ppa2	1636	92	80	59	131	66	42	29	78
arhgef38	3437	159	98	47	156	145	88	40	89
ints12	1928	119	137	55	185	103	60	21	125
g3bp2	5051	569	625	336	910	365	328	118	473
uso1	4099	988	917	467	1520	761	647	228	894
LOC108185367	670	17	11	4	8	0	0	6	5
LOC110439708	288	2	6	0	2	0	0	0	0
coro2a	3170	242	273	152	333	244	123	40	236
anp32b	2727	1531	1334	773	1954	820	804	315	1139
si:dkey-25o16.2	2703	145	120	59	158	141	75	39	154
trmo	1698	62	74	58	75	56	41	21	93
si:dkey-25o16.4	5133	145	133	69	127	100	87	27	85
foxe1	2428	40	67	26	60	45	37	1	23
sh3gl2a	1774	1038	1018	384	1299	655	437	129	823
cntln	4046	23	37	7	47	29	7	4	21
bnc2	6076	909	1061	390	1265	465	335	150	654
LOC101882912	1687	0	0	0	0	0	0	0	0
LOC110439825	1914	10	0	0	4	7	0	0	0
si:ch211-76m11.7	1580	0	0	0	0	0	0	0	0
LOC108190634	783	0	0	0	0	0	0	0	0
LOC101883046	869	0	0	0	0	0	0	0	0
pspc1	2088	513	531	226	746	344	316	95	427
dnajb14	1977	185	186	103	229	205	96	57	167
LOC110439743	3551	14	47	10	51	26	5	1	40
sgut1	1586	276	323	113	483	219	199	111	244
chst10	1969	201	159	82	247	124	130	25	145
snapc3	1540	301	325	83	379	91	99	63	239
psip1a	1781	93	93	19	87	43	54	32	66
LOC110439709	2334	0	15	12	9	7	16	5	7
si:ch1073-440b2.1	3635	185	203	99	235	146	74	49	149
LOC108182421	241	0	0	0	1	0	0	0	0
LOC110439834	690	18	9	0	6	12	10	0	3
LOC103908832	2266	23	21	16	31	23	34	12	7
LOC108190024	884	12	11	0	9	3	10	0	2
LOC108185504	2517	13	1	0	2	0	0	0	11
ednrba	1489	77	98	49	89	65	37	27	99
LOC108190026	212	0	0	0	0	0	0	0	0
zgc:172295	3273	602	645	314	818	313	334	131	447
LOC103908837	805	86	121	9	93	56	22	11	42
timmdc1	1088	166	221	122	280	122	135	48	144
poglut1	1559	50	84	61	82	57	48	34	75
pwp2h	2931	148	118	68	213	108	77	40	138
gpm6ba	4235	94	110	67	132	67	41	22	67
gemin8	1500	46	31	19	46	44	57	4	38
cbsa	2835	118	99	85	152	102	69	45	152
cryaa	1386	434	312	226	522	240	206	122	474
hsf2bp	1270	4	19	0	5	13	0	2	0
ankrd10a	1949	131	73	43	143	120	57	21	91
zgc:173948	1011	49	18	4	38	11	2	1	9
cars2	2098	84	110	105	144	84	31	30	159
irs2a	5528	1974	2484	547	2971	1255	805	598	1664
lig4	3206	40	26	28	77	78	23	24	31
fam155a	4399	347	228	183	353	237	120	73	154
si:dkey-1h24.2	1775	39	32	1	23	23	5	6	8
si:dkey-1h24.6	1159	1	2	0	0	3	3	2	0
raph1b	7276	708	492	143	598	207	181	83	324
spp2	1014	12	6	0	3	5	3	3	5
alg11	2846	0	0	0	0	0	0	0	0
cpb2	1297	2	0	0	0	0	0	0	0
zc3h13	5976	10	40	13	36	18	71	2	25
tm9sf2	3045	0	0	0	1	0	1	0	0
zic2b	2189	0	0	0	0	0	0	0	0
pcca	2999	179	131	103	189	70	91	26	103
zgc:153256	1588	34	10	0	13	0	0	7	20
im:7148405	795	0	0	0	0	0	0	0	0
vps8	4414	102	112	78	196	40	54	14	88
mir740	113	0	0	0	0	0	0	0	0
si:dkey-22o12.2	4974	3	14	3	21	11	1	3	7
tmem41ab	1868	183	137	56	204	45	62	16	145
igf2bp2b	6036	988	825	360	1148	445	529	161	636
ubac2	1742	15	11	0	13	3	6	2	11
gpr183b	1209	0	0	0	0	0	0	0	0
dachc	2306	65	18	6	46	4	16	0	32
si:dkey-15d12.2	772	0	0	0	0	0	0	0	0
bora	2590	0	0	3	1	0	0	0	0
dis3	3288	52	60	18	30	26	13	4	28
metap1d	1118	0	0	0	0	0	0	0	0
dlx2b	1497	0	0	0	0	0	0	0	0
itga6b	4368	34	46	11	64	44	20	1	38
si:ch211-269i23.2	5865	8	16	2	56	40	35	3	26
eef1a1b	2160	33	37	15	56	7	28	12	67
kcnq5b	3736	60	27	33	52	22	10	4	45
LOC103908890	3274	0	0	0	1	0	3	0	0
LOC568486	6511	771	912	299	1039	430	275	142	530
cenpk	1213	6	49	23	37	31	22	10	25
LOC110439710	224	0	6	0	0	2	0	0	0
lbx1b	1499	9	18	9	17	12	23	1	10
slc2a15b	1889	160	208	124	280	141	92	32	160
fgf8b	2321	74	102	45	72	52	51	17	60
dpcd	1033	31	46	13	55	31	3	13	11
poll	2064	210	219	102	219	112	53	22	134
wbp1lb	3385	590	917	207	902	381	345	116	485
as3mt	1282	105	102	73	163	119	25	17	84
cnnm2b	4951	120	348	136	394	296	95	37	237
nt5c2b	2365	1075	1205	517	1527	677	487	194	760
inab	1908	730	624	215	885	162	245	78	387
anos1a	2340	486	603	237	885	351	226	110	449
LOC101885607	1593	32	20	3	12	26	3	2	9
sts	2647	150	135	56	155	93	53	40	98
pnpla4	689	18	10	24	12	0	3	0	18
LOC101885560	209	0	0	0	0	0	0	0	0
pudp	1147	0	0	0	0	0	0	0	0
nlgn4a	4810	967	1028	410	1293	554	380	195	611
LOC562564	2852	8	13	4	12	10	3	0	2
LOC110439944	6636	0	5	6	7	0	3	6	3
prkx	5571	342	279	135	372	201	106	62	152
mxra5a	8307	299	342	127	516	389	207	92	288
gyg2	1652	13	27	3	37	37	9	3	17
cd99	2427	352	576	171	462	386	409	133	530
trnar-ucu	73	0	17	0	1	0	0	0	4
dhrsx	3435	269	232	116	339	191	98	44	172
creb1a	1951	410	497	230	552	275	221	95	337
chmp2bb	1981	719	772	293	925	437	503	113	538
htr1fb	2361	21	39	5	32	6	9	9	15
cldng	852	8	6	22	1	20	0	2	3
znf654	6127	746	728	333	1030	515	365	201	644
arl13b	2794	385	366	144	418	220	171	105	250
nsun3	1453	43	28	11	35	53	32	7	38
LOC110439842	1871	0	8	0	3	0	1	0	0
LOC101886777	531	0	0	12	0	19	10	1	1
epha6	4782	73	105	45	179	43	37	37	82
mir734	93	0	0	0	0	0	0	0	0
arl6	2375	275	217	62	218	121	127	47	120
slc5a7a	2841	65	43	22	63	10	9	3	16
kctd12.2	1477	68	61	13	46	12	11	15	40
lmo7b	4920	11	29	4	22	30	5	8	30
klf12a	2601	132	194	16	159	110	26	25	125
klf5a	2475	438	395	145	410	236	136	41	261
pibf1	2486	105	111	43	133	146	74	32	93
gpalpp1	1695	304	245	73	311	186	118	53	153
gtf2f2a	1292	302	255	132	332	132	151	69	216
tpt1	1041	30610	32443	20048	34499	27965	20387	9221	33518
LOC110439843	402	1	2	0	1	0	0	0	4
zgc:172122	2028	7	19	16	27	24	10	6	15
LOC101886453	1410	0	0	0	8	4	1	0	0
LOC103910066	1589	0	0	0	0	1	2	0	0
LOC108190059	6220	11	4	6	4	7	1	6	0
LOC108190061	994	0	1	0	0	30	0	0	7
LOC110439844	2215	0	1	0	0	1	4	0	2
LOC101886362	545	0	0	0	3	9	0	0	0
sc:d189	2023	73	61	15	42	32	33	5	21
LOC101883801	1833	3	8	0	0	25	7	6	0
LOC101886741	858	0	0	5	6	14	0	0	1
usp38	4633	234	291	125	421	249	109	70	192
gab1	5794	558	604	257	755	293	224	146	345
frem3	9384	0	1	0	0	0	0	0	0
si:dkey-27h10.2	1162	2	20	0	14	6	1	14	2
hhip	4575	119	90	29	93	25	25	27	75
LOC110438575	994	0	0	0	0	0	0	0	0
smad1	3083	2	0	6	15	7	3	0	2
LOC101886967	382	0	0	0	0	0	0	0	0
tceanc	2592	0	0	0	0	0	0	0	0
mmaa	1684	0	0	0	0	0	0	0	0
zgc:152968	4263	2	21	10	41	61	8	11	10
znf827	8163	3085	2782	987	3998	883	1057	428	1505
lsm6	783	138	120	31	122	55	100	21	68
LOC100538006	810	0	0	7	1	0	0	0	0
pou4f2	1493	832	700	183	809	244	211	79	297
ednraa	3126	185	172	79	190	116	138	26	105
tmem184c	6237	34	19	17	40	9	28	13	24
prmt9	3026	77	101	16	106	54	39	17	35
arhgap10	3626	611	620	295	765	340	265	128	430
nr3c2	3540	6	43	4	9	13	9	0	9
dclk2a	4822	495	498	188	611	233	169	79	238
fam193a	5536	870	925	408	1231	587	383	204	732
tnip2	2815	60	101	32	104	52	45	31	52
scpp1	936	23	66	17	58	12	11	7	27
sparcl1	2484	360	196	168	333	155	167	70	223
LOC108190667	363	14	10	0	8	7	2	3	8
LOC101883466	1792	0	7	0	3	4	2	0	13
si:dkeyp-13d11.2	1392	0	3	0	3	5	3	0	1
si:ch211-15e22.3	3023	702	668	326	812	379	210	103	375
LOC101883643	587	0	0	3	1	0	0	0	0
galnt7	3300	877	934	460	1011	561	896	244	700
hmgb2a	1074	1666	1447	887	1954	796	945	194	1041
hand2	1641	128	174	40	101	63	74	21	58
fbxo8	3422	625	612	332	703	569	984	239	576
cep44	2238	45	47	15	48	60	38	5	34
hpgd	1275	83	152	65	124	132	57	14	90
glra3	3690	506	510	209	585	377	163	96	324
LOC103908993	2447	72	90	13	122	47	52	20	58
gpm6ab	3993	4684	4738	2123	6343	2009	1813	682	2705
wdr17	5752	450	401	233	646	279	164	66	282
asb5b	1835	279	335	87	485	226	119	71	275
spcs3	709	201	128	99	230	88	111	43	76
vegfc	2485	33	107	44	89	32	34	11	64
mir2197	110	7	0	0	3	0	5	0	4
LOC108190091	4029	244	347	105	341	158	84	41	186
zgc:153720	1469	432	482	218	595	138	114	59	212
tenm3	8611	3703	4283	1843	5745	1629	1481	544	2562
dctd	1425	45	66	22	37	54	26	17	23
irf2a	3065	261	270	115	383	214	174	88	307
tmem134	1622	219	202	66	252	159	120	39	183
stox2a	8764	2469	2032	534	2759	859	846	335	1303
LOC110439845	758	32	48	27	30	6	29	1	37
ing2	1520	176	146	83	224	109	91	25	85
sod3b	1354	37	37	2	23	11	21	4	32
aip	1663	477	472	198	585	234	255	72	355
cdk2ap2	939	211	203	54	199	82	244	40	98
lgi2b	1679	0	0	0	0	0	0	0	0
ccdc149b	2769	10	0	0	5	7	11	0	6
si:dkey-117m1.4	3197	121	120	59	157	62	81	21	53
cntf	1137	8	1	11	28	0	12	13	7
si:ch211-113e8.11	2304	60	71	51	59	26	44	16	58
si:ch211-113e8.10	2947	150	190	69	218	87	98	37	107
zgc:152658	1266	0	12	3	2	10	8	2	0
zgc:194443	1619	0	2	5	5	8	1	7	0
LOC103909020	445	0	0	0	0	0	0	0	0
si:ch211-113e8.9	2327	12	11	0	8	8	2	1	0
LOC793449	1293	0	5	7	13	7	0	0	1
LOC100330380	1669	0	5	0	4	7	0	0	0
si:ch211-113e8.5	1389	0	3	0	0	0	2	0	0
si:ch211-113e8.3	5445	0	0	0	0	0	2	0	0
faah2a	2351	0	2	0	0	0	0	0	0
zgc:56493	656	1174	1149	683	1624	797	831	283	1021
vwa10.1	2999	38	19	23	56	101	64	39	44
vwa10.2	3696	64	45	6	37	65	14	7	28
maml3	5296	1505	1681	602	2109	494	483	195	1009
scoca	1929	355	446	191	497	294	251	129	372
clgn	3120	749	818	476	1091	448	386	164	761
LOC108190121	4094	57	69	22	45	16	15	14	15
naa15b	3208	948	781	468	1178	603	438	219	782
LOC797949	3309	20	36	5	66	21	11	16	57
LOC101885779	4594	596	320	55	260	210	391	94	239
wu:fc34e06	9421	1002	1706	245	1988	825	791	94	769
zgc:153642	1370	0	12	0	6	28	0	2	2
LOC110439949	1453	0	13	3	9	29	2	4	4
htra3a	2050	0	7	6	10	13	7	2	6
gpr78a	1899	2	17	9	16	18	27	4	51
cpz	3001	94	106	55	73	29	51	23	42
hmx4	1420	0	0	0	0	0	0	0	0
hmx1	849	0	0	0	0	0	0	0	0
adra2c	1299	0	0	0	0	0	0	0	0
lrpap1	2075	91	77	52	76	40	85	13	84
dok7	3273	111	190	57	182	70	58	18	115
rgs12b	8584	917	1278	441	1418	633	483	220	813
htt	11308	1874	2010	941	2466	929	667	359	1260
si:ch211-89o9.4	2243	172	151	31	203	111	88	15	134
trnae-cuc	72	0	0	0	1	0	5	0	0
paip2b	1140	920	1048	768	1470	503	486	181	877
dok1a	1789	37	59	32	69	23	42	8	32
si:ch211-89o9.6	2542	203	167	61	233	161	102	49	193
trnak-cuu	73	0	0	0	0	0	0	0	0
dtx4	3857	622	784	359	959	358	235	166	474
LOC565594	8835	1169	1599	197	1444	1362	785	191	1116
si:dkey-56e3.3	2186	286	280	95	236	148	117	88	201
mogs	3001	109	223	119	276	122	200	29	161
LOC797711	4197	114	217	34	221	114	25	20	47
fbxo41	3176	376	367	154	602	121	114	52	220
rnf24	4933	1243	1191	281	1345	701	666	200	805
smox	2322	638	890	333	1482	228	286	113	402
LOC110439712	392	0	12	9	8	0	1	0	12
si:dkey-37g12.1	2995	7	41	14	20	89	4	11	38
LOC797212	1922	25	26	2	16	66	8	10	43
adra1d	4953	165	259	78	247	160	88	40	116
ctnna2	3641	1129	1152	632	1476	437	369	157	563
LOC108190166	155	15	1	0	5	0	6	0	0
LOC101882853	867	21	19	4	40	42	8	10	29
lrrtm1	4870	1140	1297	546	1498	626	436	232	804
LOC110439713	226	7	2	0	0	2	2	0	0
suclg1	1346	2145	2172	1484	3192	1009	919	334	1564
cisd2	1276	29	76	25	25	32	34	15	26
si:dkey-162b23.4	3200	116	165	59	172	105	41	43	87
bdh2	1393	142	118	55	181	85	56	22	119
tacr3a	1269	131	116	40	125	112	23	29	89
si:dkey-22i16.2	2307	164	114	34	103	134	51	54	120
si:dkey-22i16.3	1192	50	68	36	85	72	37	1	25
scpp5	1032	39	39	22	51	35	23	2	18
scpp7	678	0	7	7	3	14	1	0	2
scpp6	2361	14	10	8	6	33	13	13	10
LOC110439846	384	18	2	2	3	10	4	0	5
si:dkey-22i16.7	641	5	23	10	31	2	5	2	9
odam	784	0	4	0	14	15	0	1	4
scpp9	907	8	25	0	8	0	3	2	4
si:dkey-22i16.9	2298	21	17	8	57	35	16	20	5
zgc:66472	2747	59	126	32	143	130	43	30	78
LOC103909073	891	0	0	0	3	5	0	0	0
si:ch73-109d9.1	1303	299	288	97	388	159	166	63	207
si:ch73-109d9.3	3206	247	302	108	379	162	105	93	238
si:ch73-109d9.2	2414	168	191	98	214	76	114	47	166
LOC799968	3486	131	133	48	165	88	68	32	41
vwa11	3329	1266	1369	891	2098	1408	499	343	1513
LOC103909118	2116	62	35	37	55	63	36	29	40
LOC110439847	1282	35	94	7	46	35	15	7	35
cabp2a	2104	248	203	92	271	157	80	50	123
slc43a3a	2600	95	129	30	198	96	60	48	126
ctnnd1	5223	2203	2321	1230	3112	1577	1311	469	1815
timm10	1595	105	56	31	126	72	52	30	67
unc93b1	2498	158	192	89	168	172	57	46	101
cryba1l2	1710	290	241	196	384	319	170	138	370
crybb1l2	1224	6452	4971	4008	6200	4126	3148	1699	5538
rtn4rl2a	1565	103	250	21	369	36	31	19	17
zdhhc5a	5706	1310	1531	562	1854	820	588	233	806
tmx2b	2024	383	366	199	549	334	280	70	385
med19b	1117	158	233	53	263	132	105	28	184
slc43a1b	3681	528	541	271	670	394	257	74	397
trnap-agg_1	72	0	0	0	0	8	0	0	0
si:dkey-28b4.8	5403	1132	1395	654	1760	594	364	217	815
si:dkey-28b4.7	603	191	154	36	188	101	71	31	119
ssrp1b	4283	263	450	205	526	259	153	59	268
p2rx3b	2996	163	155	53	125	96	65	20	70
si:dkey-9i23.4	704	3	7	8	2	2	1	2	0
si:dkey-9i23.5	806	3	13	6	4	32	3	4	1
si:dkey-9i23.6	3319	75	70	17	94	54	49	84	50
tmem187	2214	18	41	12	52	47	5	4	24
si:dkey-9i23.8	2693	13	6	4	1	38	4	9	7
ndufs8a	1529	946	992	545	1148	659	550	172	732
zgc:165520	1932	160	163	79	166	162	46	47	164
kdm2aa	6057	1511	1684	792	2150	942	660	308	1006
tcirg1a	3196	406	490	192	503	288	222	130	260
wu:fc21g02	4202	1613	1274	607	1457	828	755	207	982
si:dkey-9i23.15	1429	110	112	63	121	56	47	18	95
si:dkey-9i23.14	1231	17	2	2	9	21	1	3	4
tmem176	1096	189	185	70	219	119	79	24	163
si:dkey-9i23.16	812	99	137	60	162	91	73	41	107
vps37c	3236	450	440	167	507	299	238	88	385
cd5	1992	6	19	6	4	27	0	5	11
tmem132a	3419	138	168	44	178	62	22	29	100
trnae-cuc_1	72	0	0	0	2	5	0	0	7
trnam-cau	72	0	0	0	0	0	0	0	0
trnak-uuu	73	0	0	0	0	0	0	0	0
dnaja1	2240	154	242	164	326	162	151	67	154
smu1b	3153	344	412	122	630	271	126	76	464
rps6	818	15664	16170	8847	22020	6939	7862	3272	12576
btr01	1986	76	198	77	245	140	93	43	90
si:ch211-151p13.8	2209	434	469	131	507	302	224	75	321
muc13a	8603	683	1243	167	855	599	540	295	486
LOC799879	2766	46	41	29	42	61	33	30	23
LOC799643	3471	52	174	45	152	62	86	47	33
zgc:111983	1956	1019	2561	363	1881	934	2159	1973	1480
ddx39aa	1608	598	467	303	659	248	221	66	341
si:ch211-239f4.1	3656	533	434	183	704	192	238	120	239
LOC110439860	560	1	0	0	0	0	0	0	0
LOC110439861	1998	0	22	1	5	31	11	3	11
si:ch73-90k17.1	2552	17	19	11	14	52	17	5	4
emp1	2165	96	88	58	177	91	42	30	102
zgc:101679	1343	141	118	55	217	96	67	8	106
si:ch211-243a20.4	1726	5	6	3	12	8	0	4	6
si:ch211-243a20.3	981	77	47	35	120	43	38	16	56
grin2bb	10806	2671	2619	852	2988	1281	945	492	1658
atf7ip	3990	2829	2766	1030	3113	1263	1091	466	1800
sept3	2557	756	700	299	980	431	243	146	421
LOC103909155	3867	93	150	30	102	137	55	20	57
serhl	1579	84	119	26	69	128	41	17	44
trappc5	1386	263	238	108	238	143	95	51	146
mcoln1a	2302	350	394	226	465	313	131	103	322
si:ch211-214c7.4	7662	677	877	292	925	481	334	141	616
si:ch211-214c7.5	1870	22	22	6	10	20	0	0	2
pkn1a	4360	478	557	306	686	364	277	91	494
LOC103909160	684	2	0	4	4	3	1	0	0
map2k7	1346	418	384	211	498	224	147	68	302
pnpla6	7439	1367	1686	632	1934	898	648	280	956
lipt1	1306	81	19	27	32	16	11	10	31
eif5b	4556	1550	1467	547	1980	1044	1504	326	1373
arhgef7b	4012	736	625	276	870	423	279	141	467
LOC103909161	1434	24	45	11	32	7	18	5	16
LOC563925	883	1	0	0	4	0	0	0	0
sox1b	1774	252	215	153	298	128	90	30	190
LOC100002818	1143	0	1	0	2	0	0	6	0
atp11a	4669	657	695	304	874	394	249	171	534
tubgcp3	3968	272	262	121	315	182	128	35	165
mcf2la	6190	994	1013	617	1473	644	327	235	596
si:busm1-105l16.2	1646	105	107	54	113	73	52	28	99
cab39l	2937	2259	1771	545	1744	1136	1183	425	1379
cdadc1	2483	288	308	128	311	223	134	79	240
rcbtb1	2792	186	199	110	218	71	62	27	140
arl11	1886	30	31	16	24	28	26	9	21
ebpl	967	17	12	8	45	28	11	0	6
kpna3	1857	1077	1145	269	1115	605	713	282	800
spryd7a	1154	176	185	95	240	164	119	47	124
LOC103909193	2411	103	92	35	99	84	45	8	66
mir16b	140	33	16	0	12	2	3	4	9
mir15a-1	84	23	9	0	2	0	11	3	4
LOC108190346	4802	126	186	35	181	90	57	27	82
LOC101884727	6532	93	90	53	127	63	37	13	61
si:ch73-160h15.3	896	40	40	17	38	32	18	3	67
agpat3	6474	3291	3457	1444	4482	1445	1533	546	2648
pdxkb	921	141	116	55	181	26	52	6	63
LOC101885235	2209	50	76	11	81	35	9	19	56
pknox1.2	5571	1113	1209	315	1128	788	511	280	929
si:dkey-22n8.3	2158	228	181	46	275	211	79	58	136
itsn1	10082	3493	3505	1342	4352	1669	1363	555	2501
cryzl1	2011	264	158	66	230	128	57	46	133
setd4	1826	105	102	73	177	109	111	30	82
mhc1zea	1600	166	97	70	136	75	77	32	101
mhc1zda	2362	301	337	132	415	222	127	94	351
mhc1zca	2267	150	144	52	115	63	87	25	102
LOC103909196	2845	12	26	6	10	71	22	11	0
mhc1zba	2323	496	812	340	1090	589	451	352	783
cbr1	3867	88	68	62	84	78	37	11	56
morc3b	877	0	14	10	2	15	4	5	4
bcl9	7846	1786	1982	688	2429	644	590	319	1212
gja5b	2801	41	59	41	78	55	25	13	22
gja8b	2357	88	45	57	122	83	27	8	62
fstl1a	1475	129	156	52	182	110	80	24	56
lrrc58a	1245	117	160	54	178	97	75	17	93
trnae-cuc_2	72	0	2	0	0	0	0	0	0
stn1	1470	69	134	28	79	142	24	39	63
sh3pxd2aa	11966	1791	1974	792	2421	1174	777	415	1138
neurl1aa	4060	818	977	327	1375	478	269	168	622
cfap58	3179	18	79	59	75	108	46	17	41
sorcs3	5045	645	860	391	993	374	200	123	430
LOC100332340	4292	586	584	169	697	308	153	81	309
LOC101885528	408	0	3	1	4	0	8	0	6
LOC110437846	535	0	2	0	1	0	0	0	4
LOC101886909	589	0	0	0	0	0	0	0	0
cxcl18b	565	32	22	0	17	11	19	28	23
si:ch73-6k14.2	460	41	73	13	70	31	0	6	26
caly	1876	355	348	198	379	308	135	53	223
msx1b	1383	63	86	14	103	90	31	12	61
si:dkeyp-80c12.8	933	0	11	0	6	4	1	2	0
si:dkeyp-80c12.7	1260	127	159	43	198	87	62	22	107
taf5	2665	376	260	167	451	176	145	57	239
si:dkeyp-80c12.10	372	819	778	438	560	698	855	253	691
pdcd11	5790	969	1021	679	1587	946	581	266	962
zgc:175214	4198	1343	1334	440	1550	712	591	358	932
calhm1	2257	5	14	8	34	22	0	1	8
LOC794408	2896	10	15	15	13	34	7	4	5
zp3c	1599	0	1	4	5	15	3	2	11
si:ch211-281g13.5	4091	12	13	8	9	36	10	0	8
zgc:163136	3225	7	30	13	18	38	10	7	12
si:ch211-281g13.4	4011	28	37	13	21	59	6	3	0
col17a1a	5514	3671	4232	2092	5607	1799	1726	675	2731
slkb	6354	1056	1068	343	1226	720	477	248	834
tsga10	2479	54	61	29	62	34	31	28	60
si:ch211-149l1.2	3539	136	111	33	139	186	85	31	94
lef1	2779	1564	1353	346	1369	474	631	219	855
hadh	1248	509	460	257	639	235	254	79	286
cyp2u1	2410	203	215	98	287	138	87	64	127
sgms2	1802	14	36	10	27	27	8	9	5
gstcd	2693	221	206	90	239	149	77	64	212
npnt	2146	581	555	262	779	267	252	105	270
tbck	3044	321	327	163	474	238	170	55	262
aimp1	1146	1031	761	485	1219	379	499	163	866
dkk2	1357	66	49	46	76	38	10	20	47
papss1	2377	152	106	66	164	60	54	13	67
LOC101885315	2561	18	28	9	10	15	14	2	10
pkd2	3833	444	560	159	643	263	159	78	291
abcg2d	4413	77	81	41	89	59	24	14	57
ppm1k	4196	855	915	269	1113	521	396	254	615
si:ch73-190m4.1	2921	9	22	6	24	47	16	8	15
herc3	3693	363	516	266	650	299	198	93	335
fam13a	4769	1756	1989	724	2544	1028	712	489	1433
zgc:154142	4803	600	855	776	1342	751	220	182	1008
si:dkeyp-123h10.2	3224	395	346	180	534	235	180	47	262
otx1a	1629	82	51	9	61	61	26	13	36
mdh1aa	1831	6553	6124	3726	8400	2811	1777	1065	4481
ugp2a	2071	2656	1796	656	2162	973	938	388	1581
spast	2389	209	225	129	311	118	110	44	97
dpy30	634	104	190	134	275	182	113	48	147
psen2	1810	534	483	250	704	309	170	72	326
srd5a2a	1024	297	335	127	345	118	73	36	182
LOC108190350	890	139	79	65	120	46	49	29	115
jag1a	6824	368	269	127	328	189	105	35	219
btbd3a	6648	547	519	203	592	339	184	120	400
esf1	2515	826	602	241	887	530	451	216	592
ndufaf5	1198	222	288	139	361	110	101	63	170
kif16ba	4527	434	397	127	501	267	144	74	248
mast1a	8474	955	820	204	975	487	217	166	631
atg4da	4893	363	363	109	346	247	116	42	188
actr2a	4847	789	975	635	1261	624	668	212	851
spred2a	2019	417	552	198	694	283	240	69	317
meis1a	2280	948	924	406	1046	373	321	164	603
etaa1	2991	67	107	74	89	98	55	24	49
ppp3r1b	2810	2114	2099	781	2114	994	884	340	1197
cnrip1a	1383	253	315	129	310	132	72	55	156
fbxo48	1440	368	311	122	308	121	178	78	198
si:ch1073-147h9.1	3018	448	440	154	609	311	173	90	297
prokr1a	2208	7	27	3	20	11	4	2	27
snrpb2	1048	163	112	40	138	47	84	29	80
rnaseh2a	1298	108	134	94	178	79	85	52	87
prdx2	1022	1971	2376	1760	3104	1051	669	316	1477
junba	1562	322	420	71	821	154	172	66	125
si:ch211-145g9.7	543	9	10	14	33	17	11	14	22
dand5	1286	4	20	13	6	14	7	2	4
LOC103909283	963	0	6	0	2	3	0	0	6
LOC110437879	4774	256	353	87	340	204	135	53	157
LOC103909284	10748	2193	2195	430	2173	804	774	310	1128
rad23aa	1658	461	493	241	633	204	185	99	379
rnf11a	2794	556	381	163	483	303	97	106	305
asna1	3563	600	661	374	881	613	422	146	506
best2	2750	26	18	15	32	39	5	12	23
rab3da	866	48	101	61	134	97	63	21	54
pld6	1301	7	11	0	11	12	4	0	8
cnn1a	1010	32	38	24	71	21	23	22	13
si:dkey-121b10.7	1714	24	28	20	37	27	7	7	25
LOC108185957	4947	1165	1221	141	987	614	837	92	899
si:ch211-217k17.9	5559	3281	3832	362	4324	2180	2411	434	2627
zgc:194101	507	0	0	0	3	0	0	0	0
si:ch211-217k17.12	583	0	0	3	14	2	0	1	0
si:ch211-217k17.11	1455	7	7	4	13	15	4	13	5
si:ch211-217k17.10	554	3	19	8	10	14	0	2	3
si:ch211-217k17.7	1212	958	767	252	1137	515	465	288	899
glb1	2333	144	174	91	232	153	94	38	118
cldnd1b	1797	357	243	172	424	91	120	86	193
acy3.2	1581	215	128	90	196	85	88	37	169
LOC108190353	1370	9	0	0	9	14	3	0	0
acy3.1	1497	20	20	20	41	18	4	10	33
tacr3l	1188	32	14	17	17	63	4	2	10
abca1a	9626	7201	8419	3117	11390	4576	2755	2020	6273
trnaa-ugc	72	0	0	0	0	9	0	0	0
trnaa-ugc_1	72	0	0	0	0	0	0	0	0
trnaa-ugc_2	72	0	0	0	1	0	0	2	0
slc44a1a	3890	134	184	111	241	186	68	34	116
aptx	1473	48	66	23	49	48	22	10	33
osbp	8245	1495	1807	896	2214	1028	825	400	1237
LOC558721	1568	0	1	0	11	7	2	15	3
LOC108179086	1027	0	0	0	0	8	5	0	0
LOC100535525	812	0	6	5	6	26	1	1	0
wu:fc75a09	768	38	34	4	33	32	19	7	13
patl1	2854	783	820	364	1019	372	263	141	540
smarca5	3711	701	600	361	924	230	401	58	312
inpp4b	5511	938	913	380	1125	454	304	135	481
il15	1423	116	159	54	194	154	71	30	130
znf330	1682	321	310	101	339	176	229	68	302
rnf150	1810	72	68	64	129	45	55	17	87
tbc1d9	4534	1008	1162	461	1215	524	337	212	636
ucp1	2474	20881	18037	9323	24073	8903	5134	4948	12834
elmod2	5790	423	368	150	371	322	217	69	344
LOC108190370	609	18	3	10	18	28	0	1	12
LOC110439888	607	0	9	0	2	2	1	2	3
zgc:66455	2166	23	9	24	21	46	0	7	17
b3gnt2a	2955	96	117	61	147	93	60	22	73
commd1	1432	326	265	171	396	218	180	90	249
LOC110439714	417	8	6	3	11	11	2	1	0
LOC110439958	963	0	20	6	10	6	0	0	1
LOC103908636	5453	503	689	347	875	775	334	367	894
usp34	12163	3050	3036	1383	4494	1505	1264	554	1896
